source,title,url,local_path,sha256,size_bytes
nia,NIA Diabetes and Older Adults,https://order.nia.nih.gov/sites/default/files/2025-04/diabetes-older-adults.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Diabetes_and_Older_Adults.pdf,eb6f107d26c52bf3c0bf59df32e7c506edba6df90b7474fc135b9e20ab211aad,304978
nia,NIA Ejercicio y actividad física para personas mayores,https://order.nia.nih.gov/sites/default/files/2025-07/ejercicio-personas-mayores.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Ejercicio_y_actividad_física_para_personas_mayores.pdf,07e3711eefdaa51418888a71ab1a1f923dab9176f3874e86e4a0b12f80ed47fb,6642582
nia,NIA El sueño y las personas mayores,https://order.nia.nih.gov/sites/default/files/2024-05/personas-mayores-sueno.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_El_sueño_y_las_personas_mayores.pdf,dc8817244538c4ae18644d33119b030fe29b2b9190346b347112cc28bcd731a1,5632080
nia,NIA End-of-Life Care: Providing Comfort and Care,https://order.nia.nih.gov/sites/default/files/2025-03/end-of-life-booklet.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_End-of-Life_Care_Providing_Comfort_and_Care.pdf,d9a18dc2889bf4c2b5487ce7be3f59e4c0cb18d7cf7a210f6a90e223fb6d0902,17431977
nia,NIA Exercise and Physical Activity for Older Adults,https://order.nia.nih.gov/sites/default/files/2025-04/exercise-and-older-adults-nia_0.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Exercise_and_Physical_Activity_for_Older_Adults.pdf,907c1d400a5c23c7cf962cc00d26fb939e9dbbad8c18ebef8b4a12ec3a13df04,2760924
nia,NIA Fatigue: More Than Being Tired,https://order.nia.nih.gov/sites/default/files/2024-11/nia-fatigue-older-adults.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Fatigue_More_Than_Being_Tired.pdf,5118441c6ee81ebe09b7f58b5b760fcf3831c7776ef9df518f2192deb37dc512,115166
nia,NIA Five Myths About Aging Handout,https://order.nia.nih.gov/sites/default/files/2021-12/five-myths-about-aging-handout.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Five_Myths_About_Aging_Handout.pdf,0394d19dc64eaabb3464dc03c73afb49ffa3806d120474effa009c1499e41987,6653406
nia,NIA Forgetfulness: Knowing When to Ask for Help,https://order.nia.nih.gov/sites/default/files/2021-01/forgetfulness-when-to-ask-for-help.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Forgetfulness_Knowing_When_to_Ask_for_Help.pdf,ad6e622f5c4dfa449d36b3ac16ce64227546b3e9b2695afa0a58fcf0f2bb2bdf,359025
nia,NIA Four Things To Know About Depression and Older Adults Handout,https://order.nia.nih.gov/sites/default/files/2021-11/things-to-know-about-depression-handout.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Four_Things_To_Know_About_Depression_and_Older_Adults_Handout.pdf,a17ce7560b40f6d7012ffd060440042eb7c3dbefc3120f4c7edcf974b67e093a,765395
nia,NIA Frontotemporal Disorders: Information for Patients,https://order.nia.nih.gov/sites/default/files/2024-05/frontotemporal-disorders.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Frontotemporal_Disorders_Information_for_Patients.pdf,c2a6bedeb406fbf0d1835cc851b01ae6a934fbc799f0e2a04a13372aa1e3f066,4854351
nia,NIA Healthy Eating After 50,https://order.nia.nih.gov/sites/default/files/2019-10/Healthy-Eating-2019-update-508.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Healthy_Eating_After_50.pdf,85933d00b061e1dc4e5edb505ad947755ae16d0de7fa93182ad065a85c739336,291279
nia,NIA Hearing Loss and Older Adults,https://order.nia.nih.gov/sites/default/files/2024-09/hearing-loss-older-adults.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Hearing_Loss_and_Older_Adults.pdf,46b2eddc358c16367ef7b9eb86d732549aec6bbecbfe6955a9e73ab5fe92cac4,460774
nia,NIA High Blood Pressure and Older Adults Tip Sheet,https://order.nia.nih.gov/sites/default/files/2024-10/high-blood-pressure-nia.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_High_Blood_Pressure_and_Older_Adults_Tip_Sheet.pdf,f304f78591178fd2ad929d68e641bd24b2ad63f6633f2ac78f87b7769e2c8868,1560310
nia,NIA La enfermedad de Alzheimer,https://order.nia.nih.gov/sites/default/files/2023-05/alzheimers-enfermedad.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_La_enfermedad_de_Alzheimer.pdf,156c0d0b263ef7a7f64c144865886e8828fe296e768a984ed6b348863ec22526,1822049
nia,NIA La pérdida de audición y las personas mayores,https://order.nia.nih.gov/sites/default/files/2024-10/audicion-personas-mayores.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_La_pérdida_de_audición_y_las_personas_mayores.pdf,fb3ef12dfca7c15d0457af17456ccf97f3c98c801e6a53d9c2721a7fb69a249d,130577
nia,NIA La presión arterial alta y los adultos mayores,https://order.nia.nih.gov/sites/default/files/2024-09/presion-arterial-adultos-mayores.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_La_presión_arterial_alta_y_los_adultos_mayores.pdf,7406de56faf2e7aa13c8a709f5ed425180e9d66b4004f51180fe13c23939854b,1820704
nia,NIA Las demencias: Esperanza en la investigación,https://order.nia.nih.gov/sites/default/files/2023-06/las-demencias-nia.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Las_demencias_Esperanza_en_la_investigación.pdf,23a8353a9020bff3a5867b6474ee06e0210da85ee8accb966aa9615cefea7567,6522140
nia,NIA Las personas mayores y la depresión,https://order.nia.nih.gov/sites/default/files/2025-06/depresion-personas-mayores.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Las_personas_mayores_y_la_depresión.pdf,eb5ef77a769296679a400987997aca45409161360b9a1888cacebc8ed5a9b050,8101475
nia,"NIA Lewy Body Dementia: Information for Patients, Families, and Professionals",https://order.nia.nih.gov/sites/default/files/2024-04/lewy-body-dementia-nia.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Lewy_Body_Dementia_Information_for_Patients_Families_and_Professionals.pdf,fd54d471457713c3a7a915025293bacda3482bdcaf3e76375a85b6c2c7069401,5991076
nia,NIA Next Steps After an Alzheimer's Diagnosis,https://order.nia.nih.gov/sites/default/files/2025-08/next-steps-alzheimers-disease-diagnosis.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Next_Steps_After_an_Alzheimers_Diagnosis.pdf,01131967a149e51bff21ae43fcbbf5d1f7702880ec6839d4e6ee5aeb92095513,507122
nia,NIA Older Adults and Depression: Knowing When to Get Help,https://order.nia.nih.gov/sites/default/files/2025-04/older-adults-and-depression-nih.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Older_Adults_and_Depression_Knowing_When_to_Get_Help.pdf,9f1c4ea65317a797336af45e8b9149b7765f1d174c8c36974bb3c13e77f97e25,4337757
nia,NIA Participating in Activities You Enjoy As You Age,https://order.nia.nih.gov/sites/default/files/2022-07/participating-activities-aging.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Participating_in_Activities_You_Enjoy_As_You_Age.pdf,fe40a3b56b8af950e02c2a0ae69561a0c4ac2d5ecd1f0f48e93a98b803c7067f,2790798
nia,NIA Pasos a seguir después de ser diagnosticado con la enfermedad de Alzheimer,https://order.nia.nih.gov/sites/default/files/2025-11/pasos-seguir-despues-enfermedad-alzheimer.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Pasos_a_seguir_después_de_ser_diagnosticado_con_la_enfermedad_de_Alzheimer.pdf,89e94855d1964613e244e8cde0467d3fd1fa6fff73aedabb1ec733d434b5ca3f,885455
nia,NIA Reducing Your Risk of Dementia,https://order.nia.nih.gov/sites/default/files/2025-02/reducing-your-risk-dementia-tip-sheet.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Reducing_Your_Risk_of_Dementia.pdf,79a50ba8973c4318d0a11fcab137bd98a4f32980698775c2b0ee2abf02d3fd19,3275026
nia,NIA Sleep and Older Adults (easy-to-read booklet),https://order.nia.nih.gov/sites/default/files/2024-12/nia-sleep-older-adults-booklet.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Sleep_and_Older_Adults_easy-to-read_booklet.pdf,df7a4fb6b2cda88b3a5d78355b6794d41c0067ffc0dbf1b7ea918ae09f07baf7,5405083
nia,NIA Staying Healthy During and After Menopause,https://order.nia.nih.gov/sites/default/files/2025-02/menopause-handout-nia_0.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Staying_Healthy_During_and_After_Menopause.pdf,40e8b39dbdd8e59a123f315ea7cc134be20a2b114f6186fa596899a2cec00538,424684
nia,NIA Talking With Your Doctor: A Guide for Older Adults,https://order.nia.nih.gov/sites/default/files/2021-06/talking-with-your-doctor.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Talking_With_Your_Doctor_A_Guide_for_Older_Adults.pdf,2ae2553b697e4a8ff9782a2f7fac5a6aa4901c22be52d66f9f7e8ab2171c16e4,1115877
nia,NIA The Dementias: Hope Through Research,https://order.nia.nih.gov/sites/default/files/2021-11/dementia-hope-through-research.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_The_Dementias_Hope_Through_Research.pdf,3ade55b6b3d18ba6a125d2f441606f38c1675b0bf7262e02f86a0926e3dbb4cd,494046
nia,NIA Tips for Advance Care Planning,https://order.nia.nih.gov/sites/default/files/2024-07/tip-sheet-advance-care-planning.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Tips_for_Advance_Care_Planning.pdf,17a373ecc67a3e7b6989659f4df25d17ffed6a7738597b2659f512be38e2f92c,3949898
nia,"NIA Tips for Managing Agitation, Aggression, and Sundowning",https://order.nia.nih.gov/sites/default/files/2024-12/nia-sundowning-agitation-aggression.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Tips_for_Managing_Agitation_Aggression_and_Sundowning.pdf,99c238180fa1a36cab89253a44e04b87a0612cf6412c4b00b277fbf464596c0e,691014
nia,NIA Tips for Older Adults To Stay Safe in Cold Weather,https://order.nia.nih.gov/sites/default/files/2024-07/cold-weather-safety-tip-sheet.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Tips_for_Older_Adults_To_Stay_Safe_in_Cold_Weather.pdf,1841a0a0d07eba9c5fdef954a9a86eb21b5ddbc72c1e47b27c88fc0494b8d7ca,197735
nia,NIA Tips for Taking Medicines Safely as You Age,https://order.nia.nih.gov/sites/default/files/2023-03/tips-take-medicines-safely.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Tips_for_Taking_Medicines_Safely_as_You_Age.pdf,de17d56c62a4dd8f0f3a84ba15cf6138b5e153533a796914fe8ee401627acd6c,1173101
nia,NIA Understanding Alzheimer's Disease Genes,https://order.nia.nih.gov/sites/default/files/2024-06/understanding-Alzheimers-disease-genes.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Understanding_Alzheimers_Disease_Genes.pdf,355595e182c2ee33f35dddd01246869070a8878550ce6e9ffb68ab1ddc76eef7,1255397
nia,NIA Understanding Alzheimer's Disease: What You Need To Know (easy-to-read booklet),https://order.nia.nih.gov/sites/default/files/2024-06/understanding-alzheimers-disease-nia_0.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Understanding_Alzheimers_Disease_What_You_Need_To_Know_easy-to-read_booklet.pdf,85706f97441b664540e29bbe213606d16153d8161496611ce4842cb7e2f2a8c1,3762558
nia,NIA Understanding Loneliness and Social Isolation: How to Stay Connected,https://order.nia.nih.gov/sites/default/files/2025-04/nia-loneliness-social-isolation.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Understanding_Loneliness_and_Social_Isolation_How_to_Stay_Connected.pdf,059ae58b574aa7090cb2b58d4a1eb2dd035db3b12cdfe58a3065e27895a12dc1,2148727
nia,NIA Understanding Memory Loss (easy-to-read booklet),https://order.nia.nih.gov/sites/default/files/2024-08/understanding-memory-loss.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Understanding_Memory_Loss_easy-to-read_booklet.pdf,c9f145044192fb1f962e8ba870613322a9912944f8a0c6a1d879e4eb8279dd1b,5613654
nia,NIA What's On Your Plate?,https://order.nia.nih.gov/sites/default/files/2022-12/whats-on-your-plate-nia.pdf,/Users/mamathomas/geriassist-rag-aws/data/raw/nia/NIA_Whats_On_Your_Plate.pdf,790386917a0cbbe48359b16ad1fb54537e4f5a7c07a4428bd90bef2784aea38c,5413035
pmc,PMC Comparison of chronic kidney disease progression and associated complications between geriatric and non-geriatric groups.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10906592/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Comparison_of_chronic_kidney_disease_progression_and_associated_complications_between_geriatric_and_non-geriatric_groups..txt,03fc5a1abe6c752da97eb56e13ff085dc9fd53a751a9130b0d39abdb0fface88,25008
pmc,PMC South Korean geriatrics on Beers Criteria medications at risk of adverse drug events.,https://pmc.ncbi.nlm.nih.gov/articles/PMC5854240/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_South_Korean_geriatrics_on_Beers_Criteria_medications_at_risk_of_adverse_drug_events..txt,4137b1526e1350993658e88af39ad6beaa7435414b652857931381ff3db8dd51,30483
pmc,PMC Teaching Geriatrics and Transitions of Care to Internal Medicine Resident Physicians.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7720122/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Teaching_Geriatrics_and_Transitions_of_Care_to_Internal_Medicine_Resident_Physicians..txt,ac2349cfb8a18a8ba6276aa5a5700ec2eddcc8a23548732a7f90616a7de12043,16999
pmc,PMC Specialist physicians in geriatrics-report of the canadian geriatrics society physician resource work group.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3521321/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Specialist_physicians_in_geriatrics-report_of_the_canadian_geriatrics_society_physician_resource_work_group..txt,3a73cd880b280c4f6fa7e3741175c4e7af1b8eedbe44f5fd086dbae02aa0568b,46322
pmc,"PMC ChatGPT's Attitude, Knowledge, and Clinical Application in Geriatrics Practice and Education: Exploratory Observational Study.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11742095/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_ChatGPTs_Attitude_Knowledge_and_Clinical_Application_in_Geriatrics_Practice_and_Education_Exploratory_Observational_Study..txt,3b641cb464aea4cbe3a65c8badc0f193a18fbf4f452cdb2cd73a8dd4b4f71f44,49902
pmc,PMC Factors Determining the Choice of a Career in Geriatrics among Students in Geriatric in-Hospital Training: A Prospective Study of 74 Medical Students.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7709624/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Factors_Determining_the_Choice_of_a_Career_in_Geriatrics_among_Students_in_Geriatric_in-Hospital_Training_A_Prospective_Study_of_74_Medical_Studen.txt,3e1735c69ae7b24687cac3558a85dfbbcb6d7d663692a2d6563989bc4abdc093,18139
pmc,PMC Geriatrics-Focused vs Traditional Primary Care in the Veterans Affairs Health Care System.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11739988/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Geriatrics-Focused_vs_Traditional_Primary_Care_in_the_Veterans_Affairs_Health_Care_System..txt,af400159f44e40935740100275c640513765948f4a0826c84ff3c9f5a9885774,21595
pmc,PMC Geriatrics as a specialty: Insights from Mexican medical students' decision-making process.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11828400/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Geriatrics_as_a_specialty_Insights_from_Mexican_medical_students_decision-making_process..txt,52c9d1527fe7bd037a30d8b8d91706e6627fc98bd515381704fa5458324f4fbd,33465
pmc,PMC Geriatrics 5Ms for Primary Care Workshop.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6489378/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Geriatrics_5Ms_for_Primary_Care_Workshop..txt,40b28ee0fa74e5b2d7c09a4247ad6847ae1c20f393e78babd261477d10f1bb74,24879
pmc,PMC A novel online training programme for healthcare professionals caring for older adults.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10363062/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_A_novel_online_training_programme_for_healthcare_professionals_caring_for_older_adults..txt,0db30a07b1bb87c94a0dd14972da1d1ea0a2097490989c9af900091349ca385c,23648
pmc,PMC A Qualitative and Quantitative Analysis of the Geriatrics Update: Clinical Pearls Course.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8629497/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_A_Qualitative_and_Quantitative_Analysis_of_the_Geriatrics_Update_Clinical_Pearls_Course..txt,be372a1f3b7cc1860972fbc26e9eb53cab54881d47c1d5970836e372cd816f53,18128
pmc,PMC Geriatric and Gerontology Research: A Scientometric Investigation of Open Access Journal Articles Indexed in the Scopus Database.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10556720/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Geriatric_and_Gerontology_Research_A_Scientometric_Investigation_of_Open_Access_Journal_Articles_Indexed_in_the_Scopus_Database..txt,18e64e4d25d9d7458d55dfe43e327659022d8b43e738570f255c312805431d19,18262
pmc,PMC Preparing a healthcare workforce for geriatrics care: an Interprofessional team based learning program.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8594177/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Preparing_a_healthcare_workforce_for_geriatrics_care_an_Interprofessional_team_based_learning_program..txt,4b7c3e2620704557be1c45c7268d9df22c740a686a7041ab1853dd92ab5a42e2,24784
pmc,PMC Optimizing Medications with the Geriatrics 5Ms: An Age-Friendly Approach.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10092911/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Optimizing_Medications_with_the_Geriatrics_5Ms_An_Age-Friendly_Approach..txt,aa200a7d2b3a98b90f508ee1d8feda4877aaa3b2d1eff5c87433c2620735fdbb,15323
pmc,PMC Do Interest Groups Cultivate Interest? Trajectories of Geriatric Interest Group Members.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7458595/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Do_Interest_Groups_Cultivate_Interest_Trajectories_of_Geriatric_Interest_Group_Members..txt,00757080e841b5bb3a7840802142f9c1625abfc0cf1999448c254cd62989096c,12848
pmc,"PMC Trends in Geriatrics Graduate Medical Education Programs and Positions, 2001 to 2018.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5960854/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Trends_in_Geriatrics_Graduate_Medical_Education_Programs_and_Positions_2001_to_2018..txt,8c62aaf89572d39a73e0e150eba585e1386dffea31ea3a632220f5749d521a84,12320
pmc,PMC Prediction of Pharmacokinetics for CYP3A4-Metabolized Drugs in Pediatrics and Geriatrics Using Dynamic Age-Dependent Physiologically Based Pharmacokinetic Models.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11860008/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Prediction_of_Pharmacokinetics_for_CYP3A4-Metabolized_Drugs_in_Pediatrics_and_Geriatrics_Using_Dynamic_Age-Dependent_Physiologically_Based_Pharmac.txt,86cd121d1239758406acbfa5ac94dc95ea27d591b6416f2ee45a18f38d6013f6,37791
pmc,PMC Updated survey of the geriatrics content of canadian undergraduate and postgraduate medical curricula.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3516344/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Updated_survey_of_the_geriatrics_content_of_canadian_undergraduate_and_postgraduate_medical_curricula..txt,54d0bc6e0270a9d29163bd48f1159315a6330585214343c6355a0cb632670cde,10200
pmc,PMC Knowledge and Attitude Towards the Elderly Among Doctors and Medical Students: A Questionnaire-Based Study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11032753/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Knowledge_and_Attitude_Towards_the_Elderly_Among_Doctors_and_Medical_Students_A_Questionnaire-Based_Study..txt,97563e29e93c30e1ae103a35e95d6799d0738de5c09b1675075b986e15ec6f67,13871
pmc,PMC Establishing in-hospital geriatrics services in Africa: Insights from the University of Benin Teaching Hospital geriatrics project.,https://pmc.ncbi.nlm.nih.gov/articles/PMC5402812/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Establishing_in-hospital_geriatrics_services_in_Africa_Insights_from_the_University_of_Benin_Teaching_Hospital_geriatrics_project..txt,bd5581d3db8b672e047f3c20411cc03f5f756f5f59d7e587f066fa2dc41fb34c,30067
pmc,PMC Impact of a mandatory geriatric medicine clerkship on the care of older acute medical patients: a retrospective cohort study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC3907134/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Impact_of_a_mandatory_geriatric_medicine_clerkship_on_the_care_of_older_acute_medical_patients_a_retrospective_cohort_study..txt,2ca4b3808c5add25f9f8f1213dccfef2bb032e7a0957d413e2a79636ee19ce28,18659
pmc,"PMC Bacterial profile and antimicrobial susceptibility pattern of community and hospital-acquired urinary tract infections among UTI suspected geriatrics in Gondar town, Northwest Ethiopia.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12083834/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Bacterial_profile_and_antimicrobial_susceptibility_pattern_of_community_and_hospital-acquired_urinary_tract_infections_among_UTI_suspected_geriatr.txt,aba5b3d2e5ad93d9b4d58f61a03d2ab4b638d2b92fe5f4a54f84d5d664d69c13,26424
pmc,PMC Why medical students do not choose a career in geriatrics: a systematic review.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4470031/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Why_medical_students_do_not_choose_a_career_in_geriatrics_a_systematic_review..txt,dc6137b1f1789ca170c0051f1c6af65b9530f7df6556ac506f8f77c13ff18a1d,28411
pmc,PMC [Challenges and potential of geriatric research in Germany-Insights from the GERisearch survey].,https://pmc.ncbi.nlm.nih.gov/articles/PMC12953313/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Challenges_and_potential_of_geriatric_research_in_Germany-Insights_from_the_GERisearch_survey..txt,09645a7af564839af4add08d5a10ea30eebfeba2965f016f0c091ac85b3a4cfb,18039
pmc,PMC [Situation and activity of the liaison geriatrics units with nursing homes in the Community of Madrid].,https://pmc.ncbi.nlm.nih.gov/articles/PMC9701085/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Situation_and_activity_of_the_liaison_geriatrics_units_with_nursing_homes_in_the_Community_of_Madrid..txt,04fb733331df2c00e580ee96658d09774cc8b60a07d75d520868499e249d87f4,10066
pmc,"PMC Implementation and Outcomes of a Perioperative Geriatrics Strategy, PRIME, for Older Adults Undergoing Gastrointestinal Cancer Surgery.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12468265/,/Users/mamathomas/geriassist-rag-aws/data/raw/pmc/PMC_Implementation_and_Outcomes_of_a_Perioperative_Geriatrics_Strategy_PRIME_for_Older_Adults_Undergoing_Gastrointestinal_Cancer_Surgery..txt,2a1d8a10ab55da439bcf68f0b01b155878a53d934ca0335bb3412f0525d75c28,23704
